DRUG_NAME,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
Camptothecin,-0.5071002,0.13619317,-0.6533369,0.071224384,-0.28820926,-0.37254494,-0.43379417,0.16771348,0.6397352,0.4769654,0.4105485,0.10431873,0.65516406,0.3946396,0.16303779,-0.06364869,0.74517536,-0.2589552,-0.062367164,-0.18687044,-0.25349644,-0.45927987,0.17217486,-0.28843826,0.23379153,-0.13009141,-0.04333914,0.15257128,0.055235926,-0.44798803,0.27139956,0.16706485,0.22006199,-0.15645681,-0.27314374,-0.5116425,0.08127989,0.31245276,-0.41762877,0.22419561,0.06334512,-0.32304463,0.49506003,-0.38790002,-0.4678911,-0.07289893,-0.13323331,0.46589738,0.56868464,-0.46393707,0.5029307,-0.26654494,0.08010899,-0.546161,0.18959787,0.49172089,-0.1205753,0.47266614,-0.4191887,0.23688582,0.50241524,-0.3861389,-0.1635623,-0.39072806,1.0470886,-0.16276763,-0.07401473,0.0050325347,0.5939152,-0.041528966,0.07913068,-0.5816912,-0.072163425,-0.01354225,-0.23905629,-0.26829463,0.017436977,-0.012072934,-0.5131424,-0.53358597,0.04127958,-0.09800287,-0.3829119,-0.17084071,-0.16852352,-0.26348403,0.2128732,-0.5574103,-0.23127392,0.44119784,0.14981246,0.16120599,-0.5084804,-0.2602878,0.13346711,-0.24128272,0.22466367,0.51570284,0.42059982,0.06479092,0.24116899,-0.0081721945,-0.49851498,0.21015106,-0.29788837,-0.48642004,-0.2659046,0.83654696,-0.13044022,-0.41524833,0.38488197,-0.1821309,-0.2649197,0.34305862,-0.24294654,0.24567367,0.53796613,0.13781151,-0.16499002,-0.8415059,0.21829939,0.08404674,-0.33441624,0.12686576,0.38850927,-0.07328905,-0.20391816,-0.2996904,-0.12341347,-0.5705203,-0.33063534,0.078544095,0.02979087,0.07799395,-0.41437116,0.03810564,0.38037586,0.05803267,-0.25288144,1.0847751,0.23884885,0.43993533,0.0382325,-0.25717613,0.10614117,0.50078446,-0.6981332,0.14306869,-0.24860317,-0.16126584,0.7027051,0.7697054,0.15076454,-0.26758906,-0.027975775,0.057512864,-0.1523642,0.21372706,-0.1528876,0.025207741,0.53882945,-0.64396626,0.7479087,0.18402897,0.18998316,0.34664616,-0.13890773,-0.025964744,0.16971344,0.76444477,0.33689845,-0.44212836,0.19127351,0.35173035,0.08189057,0.1398049,0.03272703,-0.6295685,0.039965753,-0.41572872,-0.51149404,-0.03385531,-0.47247407,0.15907477,-0.22006798,0.16256818,0.30940154,-0.19579409,-0.56652397,0.14786461,-0.9264885,-0.07897275,-0.43351835,-0.31935912,1.0545247,-0.6684709,-0.082472675,0.037916325,0.19535686,-0.19224891,1.2244922,0.23600093,0.5113053,-0.45933452,-0.08278423,0.494211,-0.090119466,-0.31652987,-0.51981896,0.11023888,0.74201494,0.4246351,-0.32920375,0.1840376,0.33541235,0.39008597,-0.004495841,1.046922,0.6046838,-0.45927078,-0.42665258,-0.36142942,0.17297937,-0.56937844,0.5791105,-0.47777033,0.9523124,-0.12068669,0.48045266,-0.24240753,-0.11678526,0.5460952,0.3645838,-0.12329331,0.18999484,-0.31322238,0.0315579,0.17163922,-0.056843463,0.06409741,0.04716503,0.18168259,-0.3616199,0.3742948,-0.0034043817,-0.040267687,0.053281203,0.46609133,-0.19135109,-0.17620517,-0.36295763,0.07096465,0.009566409,0.619715,-0.38259166,0.53122085
Vinblastine,-0.5071363,0.13194191,-0.6169727,0.06362837,-0.30135748,-0.3998676,-0.41562694,0.2011369,0.6610103,0.45834532,0.42108104,0.115330584,0.66081166,0.39188838,0.16006492,-0.0700385,0.7423925,-0.26894554,-0.09591368,-0.18692912,-0.24954183,-0.45635682,0.16232099,-0.2626802,0.2504329,-0.12133913,-0.03669394,0.14664789,0.0406182,-0.42593855,0.27397522,0.15853629,0.21163757,-0.15245189,-0.27339926,-0.5261418,0.05506484,0.3170233,-0.43952888,0.21900223,0.037543755,-0.33888525,0.52429414,-0.4101459,-0.482929,-0.086099625,-0.15127023,0.4786246,0.56284237,-0.46632984,0.54178596,-0.2327393,0.081048675,-0.5152136,0.21547776,0.5107922,-0.103423424,0.46349597,-0.3862963,0.21966664,0.52084136,-0.39108852,-0.15829295,-0.39160886,1.0209328,-0.16843925,-0.057726674,-0.00069931464,0.57816,-0.057279456,0.09231181,-0.5917999,-0.10386151,-0.022405606,-0.26263237,-0.2725533,0.025666133,-0.00055135763,-0.53190875,-0.55141354,0.0145852,-0.08535714,-0.35522574,-0.19080995,-0.15286817,-0.2658356,0.22905642,-0.5918822,-0.22996838,0.43660292,0.17630824,0.15735155,-0.4947666,-0.2503204,0.13849893,-0.2460213,0.21449417,0.48663992,0.40076327,0.070601255,0.25835335,-0.024711585,-0.48925513,0.24972624,-0.29599735,-0.5059386,-0.24978948,0.8023561,-0.13702238,-0.40946335,0.3626644,-0.16467746,-0.24749789,0.34211716,-0.2623611,0.25229213,0.5100463,0.12489517,-0.17133662,-0.8632193,0.21670818,0.07515155,-0.3387281,0.14924723,0.40078425,-0.11215547,-0.20977385,-0.3138681,-0.12197129,-0.6074872,-0.33167118,0.07137317,0.03765077,0.07720977,-0.42043582,-0.002838536,0.39861915,0.03425346,-0.2620358,1.0665774,0.23579532,0.46165666,0.05225368,-0.24941662,0.104608856,0.46445993,-0.67097175,0.13756998,-0.24128018,-0.15008527,0.69297814,0.73333204,0.13507758,-0.25228584,-0.020072924,0.059552208,-0.16766259,0.22371086,-0.14021121,0.0105594965,0.5381819,-0.6557677,0.7586829,0.22359459,0.1931884,0.3422628,-0.13071726,-0.0030639807,0.15768315,0.77541953,0.31856048,-0.43093398,0.23445983,0.34578773,0.081260264,0.11969275,0.038620453,-0.62723565,0.031869773,-0.42592195,-0.50851125,-0.051956538,-0.47036985,0.14179654,-0.23667921,0.15471151,0.30483478,-0.19747232,-0.5601455,0.10736373,-0.9119144,-0.067758754,-0.42717016,-0.32336384,1.0339794,-0.689275,-0.06501449,-0.0043573664,0.15561439,-0.21814084,1.220188,0.20572937,0.49438682,-0.44975364,-0.0753814,0.5067381,-0.10970498,-0.3066326,-0.5095129,0.099796854,0.7517111,0.4158283,-0.35789925,0.1843352,0.31896096,0.37371573,-0.04074247,1.0345151,0.6040984,-0.48960963,-0.43616664,-0.34945792,0.19055587,-0.5768738,0.5799237,-0.47197586,0.94296473,-0.15212308,0.48171857,-0.26966795,-0.098871,0.549132,0.35308006,-0.1282372,0.19552864,-0.32730293,0.054806896,0.16375124,-0.043568097,0.075850666,0.053419773,0.17580059,-0.34891272,0.37471622,-0.025165442,-0.027629064,0.08953762,0.45491448,-0.19472045,-0.20489052,-0.3788199,0.07452534,0.005772935,0.6386237,-0.38266227,0.5400831
Cisplatin,-1.9995207,-0.46457928,-1.6879051,-0.082453586,-1.4524006,-2.132505,-1.2581582,1.4010282,3.1058018,2.1385045,1.6110306,0.88852674,2.2097993,1.3370483,0.3007391,0.19802645,3.1804576,-1.5230461,-0.15551521,-1.0043341,-1.1070108,-1.6248459,1.2994083,-0.8619795,0.42099983,-0.079932004,-0.65023214,0.73539895,0.7337416,-2.1503654,0.62525016,0.6135585,1.1081581,-0.8170439,-1.2594979,-0.95393485,-0.41945285,1.1336219,-1.731287,0.8985952,-0.06217898,-1.1078168,1.2399983,-1.6473949,-1.55846,-0.5664706,-0.00881748,2.1518264,2.1010854,-1.8801193,1.5693605,-0.7609863,-0.24060798,-1.9619553,0.9554857,1.2777205,-1.2876092,0.8243046,-1.2150477,0.82711107,1.8138368,-0.74521697,-0.40567636,-1.7773354,3.3036888,-0.36488923,-0.12826341,0.041930903,2.3185277,-0.21156359,0.3619685,-2.3106227,-0.18619867,-1.0700725,-0.5513147,-0.6091184,-0.008226539,-0.05567324,-2.3536763,-2.4098516,0.96360624,0.12958483,-1.3411129,-0.7336575,-0.531656,-1.4525932,1.4151933,-2.81631,-0.540023,1.4478974,0.34071818,-0.007817349,-1.526467,-0.9079733,0.88993627,-0.96200067,0.96150035,1.4045454,1.5481129,-0.114937924,1.1665952,0.2140499,-2.0061738,0.914254,-1.1227614,-2.3105893,-1.3331358,3.1935534,-0.35581192,-2.2122703,1.7400137,-0.9664451,-0.90891826,1.1784146,-0.6457855,0.5138029,1.9889714,0.36188388,-1.1642715,-3.4167442,1.0222915,0.72848845,-2.2717364,0.62861425,1.4930516,-0.45429984,-0.8934085,-1.3188537,-1.0092571,-2.6908243,-1.5070709,0.7031601,0.37790534,0.55104405,-1.6854603,0.21188793,1.6098019,0.15029812,-0.69429934,3.996203,0.81662786,1.4627519,0.27532086,-1.764082,0.60714835,1.9973843,-2.260598,0.6298606,-0.5656493,-0.8410382,2.323853,2.5677881,-0.27517056,-1.5275306,0.77280277,0.40717658,0.16301474,0.06702675,-0.6792566,0.20365462,2.0591874,-2.65161,2.672649,0.23142064,0.40500098,0.6166708,-0.5024587,0.24220553,0.4614288,4.099284,1.4711295,-1.7342743,1.49959,1.9206934,0.65767133,0.6996106,-0.046064492,-2.8580143,0.50328577,-2.2070389,-2.235165,-0.30389318,-1.8328394,-0.14074747,-1.5219132,0.49480802,0.8721765,-1.0411676,-2.0866404,1.1829973,-3.6126251,-0.24310327,-1.9303219,-1.87575,4.3785477,-2.8538995,-1.1339632,-1.0034323,0.7682383,-0.5595431,4.5870295,0.033808313,2.349446,-2.114818,-0.61555517,1.5878464,-0.30048332,-1.32636,-3.3018513,-0.36044535,3.301833,2.2711148,-1.7113311,1.0045319,1.0345426,1.0619258,0.31707,4.244096,2.9916809,-2.0874546,-1.7861383,-1.3226768,0.7524989,-1.6750271,1.5759937,-2.0946648,3.464389,-0.23590198,2.0966563,-2.0747035,0.026398096,2.8928409,0.86250055,-0.84419143,0.8675092,-0.84669363,1.1594416,0.84807384,0.03055197,0.21846351,0.22678709,0.56905794,-1.669556,1.4437702,-0.3560242,0.28530106,-0.14159432,1.8021576,-1.4638026,-0.5769216,-1.6291062,0.12100403,0.5087066,2.152689,-1.6355927,1.5822065
Cytarabine,-0.5249812,0.10896474,-0.637109,0.05911093,-0.30867344,-0.41353098,-0.42712036,0.19953835,0.68170595,0.49361897,0.4345936,0.12705527,0.6724233,0.39922118,0.16410935,-0.057586286,0.77087617,-0.28539702,-0.07540363,-0.20330647,-0.26553157,-0.47041616,0.18662605,-0.2775634,0.23967583,-0.119483404,-0.0554767,0.15398833,0.06907973,-0.4585584,0.26843947,0.17446749,0.22040823,-0.15846395,-0.2934883,-0.5099232,0.04651668,0.32533345,-0.4534694,0.23478726,0.03923171,-0.34502292,0.5232045,-0.42695022,-0.4873857,-0.07887216,-0.1312669,0.50649357,0.5922963,-0.4886273,0.53094393,-0.23951668,0.06019427,-0.54252124,0.22224408,0.509232,-0.14037351,0.44767964,-0.41182068,0.23375131,0.5329554,-0.37863228,-0.16142839,-0.41960973,1.046005,-0.16306327,-0.052999843,0.007343199,0.60890085,-0.0514661,0.09077034,-0.61531144,-0.0913707,-0.04867682,-0.25119358,-0.2713526,0.028368294,0.0032394216,-0.557305,-0.56924087,0.041723758,-0.08002457,-0.3729412,-0.19099797,-0.16024132,-0.28521952,0.23887376,-0.61615777,-0.23702005,0.44743693,0.16189563,0.1458937,-0.5063128,-0.2710898,0.15676692,-0.24473749,0.23265158,0.5015152,0.42386535,0.06605428,0.26731935,-0.013211343,-0.5091835,0.23585126,-0.31088483,-0.53307307,-0.2652938,0.84870464,-0.13943835,-0.43736666,0.38391018,-0.18530557,-0.26006627,0.35391897,-0.26665458,0.24633837,0.5339171,0.13691942,-0.19412227,-0.8928157,0.23376133,0.093422115,-0.3865419,0.1501665,0.40977976,-0.102653384,-0.2129077,-0.3295479,-0.14135207,-0.6305032,-0.3483605,0.09011103,0.046869613,0.08154708,-0.43429172,0.018561902,0.39514205,0.04135202,-0.25699323,1.1099522,0.24060027,0.46985355,0.054971196,-0.2863742,0.114425294,0.49737716,-0.70336586,0.14432327,-0.24756241,-0.1678263,0.7099904,0.7611966,0.12546381,-0.28475326,-0.0020743692,0.063622095,-0.15356617,0.20490287,-0.15542229,0.020740278,0.56350297,-0.6739878,0.78064984,0.2054162,0.19070628,0.34166488,-0.14025459,0.0074960836,0.16723377,0.830137,0.3459183,-0.45320275,0.24481653,0.37026122,0.08773345,0.13695268,0.03196354,-0.6609129,0.056752894,-0.4554379,-0.53755057,-0.046271026,-0.4860478,0.13913761,-0.25246346,0.14923064,0.3151671,-0.2004394,-0.5724375,0.13547854,-0.94963187,-0.06721237,-0.45181507,-0.34546253,1.0867224,-0.7156758,-0.08664668,-0.015080696,0.18024504,-0.2122233,1.2504416,0.19936231,0.52843845,-0.47309,-0.09539483,0.51184434,-0.11256663,-0.3243604,-0.56474197,0.09590026,0.7824151,0.45536578,-0.3758676,0.20119785,0.32299066,0.3778021,-0.013327221,1.0775964,0.6357276,-0.5042127,-0.4486934,-0.36821595,0.18513434,-0.5807363,0.5799831,-0.4913522,0.97009784,-0.13499941,0.5074626,-0.29963613,-0.10124896,0.58605224,0.34853545,-0.14744286,0.2038275,-0.31475303,0.066785194,0.17658663,-0.04673128,0.07593927,0.06307764,0.18606879,-0.3725717,0.3897014,-0.031241624,-0.026759757,0.058876663,0.471816,-0.21735935,-0.19660997,-0.38741037,0.082881436,0.012186443,0.6479835,-0.4018643,0.5413607
Docetaxel,-0.5096198,0.12357574,-0.611553,0.05974756,-0.30452257,-0.40655977,-0.41226718,0.20583077,0.66640365,0.46173546,0.4267911,0.12002962,0.6622071,0.38931686,0.15996276,-0.06700887,0.74474037,-0.27340907,-0.09519667,-0.19145946,-0.25278074,-0.4558563,0.16647899,-0.26185858,0.25202605,-0.118728206,-0.0399709,0.14665511,0.047792956,-0.42882594,0.27286166,0.1602461,0.2115699,-0.15005545,-0.27701467,-0.5203598,0.046629906,0.32091707,-0.4478206,0.22196579,0.032385435,-0.3446171,0.52664644,-0.41842583,-0.48491055,-0.08543751,-0.14578357,0.48642838,0.56598574,-0.47208178,0.5414286,-0.22569968,0.07348485,-0.51317173,0.22163635,0.51180595,-0.11089958,0.45121,-0.3840306,0.21828724,0.5234907,-0.3855271,-0.15870525,-0.39852142,1.0148143,-0.16725358,-0.051512644,0.00022189887,0.5800872,-0.057846475,0.09222691,-0.59764093,-0.10777805,-0.0321379,-0.26315555,-0.27241117,0.027661156,0.0036604316,-0.53938067,-0.55620587,0.014173834,-0.07882735,-0.35024384,-0.19389866,-0.15051492,-0.26895055,0.23401392,-0.60137993,-0.23011625,0.43326333,0.17659311,0.1532687,-0.4911967,-0.25196603,0.14393614,-0.24481173,0.21808021,0.47990367,0.3999727,0.071075775,0.26301104,-0.025764313,-0.4892626,0.25184515,-0.29854786,-0.5153271,-0.24826054,0.8028853,-0.13943602,-0.41320983,0.3610723,-0.166309,-0.24340075,0.34255463,-0.2658448,0.24989997,0.5077166,0.12451159,-0.179486,-0.8708888,0.22158022,0.07806973,-0.35282254,0.15291089,0.4033953,-0.11763377,-0.2103129,-0.3196839,-0.12724294,-0.61761224,-0.33418825,0.07613571,0.04206427,0.077668644,-0.42395896,-0.0047794725,0.39633974,0.03055565,-0.26049367,1.066687,0.23396188,0.46581978,0.054920014,-0.25868946,0.10826365,0.46159083,-0.671962,0.13774042,-0.23920785,-0.1528557,0.6925225,0.72884065,0.1280429,-0.25809443,-0.01305319,0.06051658,-0.16644178,0.21906461,-0.14107811,0.010619618,0.54273105,-0.6600101,0.76216596,0.22701904,0.19223987,0.33914733,-0.13234638,0.005315258,0.15770552,0.7887613,0.32187888,-0.43187833,0.24630755,0.34967765,0.081417106,0.12096277,0.038103074,-0.6327374,0.039762497,-0.4344021,-0.51400226,-0.053864434,-0.47139436,0.13614124,-0.24542965,0.14834522,0.30401498,-0.19725443,-0.55920666,0.10702179,-0.9144138,-0.06356303,-0.4301671,-0.3275965,1.0382053,-0.69476587,-0.06814495,-0.017689671,0.153537,-0.2221599,1.2171513,0.19429465,0.4961324,-0.45245525,-0.07963137,0.50729054,-0.11342898,-0.3081339,-0.5205247,0.095327355,0.7573111,0.42451197,-0.3683893,0.18758048,0.31351453,0.36745378,-0.03964475,1.0363157,0.6093646,-0.4981226,-0.43960452,-0.35085648,0.18996574,-0.5747725,0.57478726,-0.4730036,0.94215953,-0.15295254,0.4856475,-0.28400695,-0.09601276,0.55577147,0.34522563,-0.13447328,0.19845954,-0.32344523,0.062679596,0.1648691,-0.041698605,0.08040388,0.05676662,0.17578004,-0.35169464,0.37603703,-0.030828046,-0.023709351,0.08665106,0.45303884,-0.20079023,-0.20717879,-0.38175425,0.07952146,0.0056530484,0.6410784,-0.38695708,0.5384405
Methotrexate,-0.5123802,0.113383524,-0.6372459,0.06316326,-0.29636917,-0.39347175,-0.4235281,0.18466046,0.6589222,0.48762593,0.41896147,0.117706016,0.6565209,0.39083815,0.1607479,-0.056610238,0.7534064,-0.27338412,-0.06453341,-0.19709434,-0.26064843,-0.4609062,0.18437175,-0.27934787,0.22891054,-0.12168454,-0.052812506,0.15149342,0.06852291,-0.45373255,0.26498228,0.17267483,0.21952415,-0.15740062,-0.28510574,-0.496283,0.05812333,0.31530812,-0.43336976,0.22920537,0.04889624,-0.33216184,0.5004356,-0.4070364,-0.47072983,-0.07394503,-0.12547487,0.4879666,0.5771812,-0.47668427,0.50931334,-0.24807139,0.0629145,-0.5403419,0.20634796,0.4929604,-0.14036743,0.4453277,-0.41295394,0.2347891,0.51267684,-0.37197044,-0.1606647,-0.406774,1.034483,-0.15874013,-0.05935065,0.008740577,0.6002313,-0.045993656,0.08288151,-0.59533405,-0.07778557,-0.04135579,-0.2399428,-0.2658381,0.02362529,-0.003780043,-0.53639865,-0.54846805,0.048447367,-0.08374552,-0.3753144,-0.18040082,-0.1632949,-0.27705383,0.22942236,-0.5877729,-0.23073812,0.43963662,0.15012167,0.14621429,-0.49989375,-0.2651008,0.1475842,-0.23921493,0.23074786,0.50058067,0.41927174,0.06377345,0.25655833,-0.009220832,-0.5006007,0.21732476,-0.3050364,-0.5105518,-0.26575562,0.8396408,-0.1352934,-0.42932066,0.38397866,-0.1833389,-0.259634,0.3458042,-0.2528822,0.24023685,0.531579,0.13755384,-0.18349421,-0.86306006,0.22767533,0.09226999,-0.36922807,0.13759659,0.3960233,-0.08560301,-0.20588249,-0.31560493,-0.13612436,-0.6018207,-0.3386075,0.088340834,0.042452198,0.07915642,-0.4230423,0.030871894,0.38148537,0.048703272,-0.2503627,1.0906414,0.23665185,0.4513737,0.047166057,-0.2786398,0.1111602,0.4991607,-0.6950734,0.14296833,-0.2440165,-0.1650107,0.6992973,0.75749815,0.13109069,-0.2800122,-0.0072147367,0.06109343,-0.14591299,0.19998397,-0.15541716,0.02487491,0.54978037,-0.6532736,0.75868267,0.18889092,0.1856335,0.3368961,-0.14012723,-0.004354777,0.16745888,0.8018347,0.342572,-0.4453992,0.22170517,0.36323497,0.08607472,0.13935374,0.02857718,-0.64464444,0.052972686,-0.4380247,-0.5247044,-0.03894528,-0.47430724,0.14278644,-0.23796481,0.15158051,0.30974007,-0.19776529,-0.5623239,0.14504488,-0.933427,-0.07066439,-0.4426818,-0.3352549,1.0673043,-0.69030726,-0.08898862,0.004563989,0.1895308,-0.19751829,1.2253288,0.20810142,0.5207368,-0.4646526,-0.09441748,0.49669942,-0.10054067,-0.3201454,-0.55129707,0.0983073,0.76074743,0.44491565,-0.35457894,0.19450766,0.3245122,0.37760815,-0.003034247,1.0556808,0.6194793,-0.4818929,-0.43414962,-0.36304486,0.17763995,-0.56555694,0.5678168,-0.4821626,0.9522899,-0.12356456,0.49438718,-0.2768413,-0.10647149,0.56907946,0.34726954,-0.14075078,0.19683585,-0.3050027,0.054341987,0.17537911,-0.049022395,0.07076583,0.056036346,0.18191814,-0.36771053,0.38070685,-0.020437902,-0.030332876,0.048429597,0.46557003,-0.20790312,-0.18230757,-0.37361616,0.0758922,0.012314225,0.6278309,-0.39251682,0.52727777
Tretinoin,-0.48749745,0.10845905,-0.56197125,0.04979153,-0.29761776,-0.4020446,-0.38388327,0.21234064,0.6460056,0.43239346,0.4152775,0.12512164,0.631862,0.3703224,0.15297769,-0.06247252,0.7095449,-0.267465,-0.10548465,-0.1839286,-0.24107839,-0.43292582,0.15742424,-0.23767872,0.24918628,-0.1056736,-0.041209187,0.13779344,0.044606738,-0.39744112,0.25866058,0.14846244,0.19543242,-0.13965234,-0.2665712,-0.4989026,0.027100163,0.30924812,-0.44193384,0.21317977,0.017754646,-0.33731937,0.5176126,-0.41443118,-0.46875697,-0.08470761,-0.14493352,0.47390062,0.5436432,-0.45000502,0.528589,-0.1935677,0.06623032,-0.47299546,0.22626095,0.4959317,-0.101695016,0.4191519,-0.3517541,0.20080113,0.51238275,-0.3631179,-0.14488068,-0.3833934,0.9500052,-0.1625088,-0.037675623,-0.0039877663,0.5469206,-0.060150813,0.09646015,-0.5806747,-0.11528463,-0.039775595,-0.2586933,-0.25886163,0.032057066,0.013456258,-0.5269614,-0.5425516,0.0015239487,-0.06707997,-0.31646696,-0.19334717,-0.134025,-0.26057222,0.22714938,-0.5927183,-0.2193039,0.411564,0.17892167,0.14189655,-0.4610232,-0.23959251,0.14248058,-0.2329244,0.20078395,0.4441944,0.37141284,0.068806045,0.25720933,-0.02915817,-0.46124336,0.25812858,-0.28234622,-0.5065141,-0.2270296,0.7477362,-0.13505805,-0.38902548,0.33077863,-0.15530683,-0.22264749,0.32769963,-0.26550567,0.2391691,0.46959352,0.11512315,-0.17944078,-0.84732497,0.21455227,0.073367424,-0.34955052,0.15966153,0.3912944,-0.13324417,-0.20246221,-0.3156771,-0.12281223,-0.61011785,-0.32117593,0.07208964,0.044617034,0.07369097,-0.40590745,-0.023039024,0.38336423,0.019134574,-0.25077388,1.0085988,0.22057201,0.45608285,0.061327983,-0.24922171,0.10343658,0.42248666,-0.6281167,0.12670411,-0.22376275,-0.14567247,0.651212,0.6746166,0.110628605,-0.243674,-0.0037552195,0.058197174,-0.16395898,0.20948869,-0.12952924,0.0035693734,0.5186333,-0.6364404,0.7334928,0.23405442,0.18369989,0.32069543,-0.12016955,0.02076937,0.14710931,0.7657007,0.30045784,-0.40782797,0.25920057,0.33216646,0.07733448,0.10618394,0.03850343,-0.6027643,0.03978559,-0.42258403,-0.49285114,-0.059855975,-0.4499282,0.11936825,-0.24760626,0.13177182,0.28840658,-0.18473582,-0.52735996,0.082724296,-0.8638283,-0.053325817,-0.40971562,-0.31467223,0.98138624,-0.6736354,-0.06031481,-0.045186464,0.12601386,-0.22637798,1.154188,0.16614352,0.46549597,-0.4256933,-0.07487715,0.49105617,-0.12032879,-0.29048288,-0.49703255,0.08490086,0.7293236,0.40391496,-0.36952466,0.18155482,0.28696114,0.33879003,-0.051136646,0.98311955,0.58345115,-0.49292123,-0.4233557,-0.3287064,0.18347172,-0.54779714,0.54754776,-0.4482772,0.8898782,-0.1577684,0.46384582,-0.29201177,-0.07886439,0.5364459,0.31718644,-0.13243864,0.1925249,-0.31488454,0.07564823,0.15471646,-0.03395663,0.081645995,0.06461163,0.16829893,-0.328981,0.35746172,-0.044058025,-0.015898384,0.09535592,0.42690754,-0.19734007,-0.21116915,-0.37107256,0.08428243,0.0038396334,0.61925626,-0.37033513,0.51781374
Gefitinib,-0.5306863,0.11278421,-0.65983135,0.06423177,-0.30816177,-0.4085703,-0.43926376,0.19039756,0.68366283,0.5081445,0.43350127,0.12339153,0.6787045,0.40514,0.16542627,-0.056936935,0.78217196,-0.28569177,-0.06297956,-0.20590739,-0.2710239,-0.47764996,0.19338468,-0.2907081,0.23336492,-0.12481955,-0.05781341,0.15819654,0.0747884,-0.474867,0.27144808,0.18075559,0.22835784,-0.16391495,-0.29729787,-0.5089343,0.057866246,0.3260238,-0.44890612,0.23817244,0.05043673,-0.34219345,0.51417494,-0.42132938,-0.48711243,-0.07662765,-0.124895565,0.506809,0.5990718,-0.4950417,0.5234515,-0.2577982,0.0602908,-0.56139606,0.21459982,0.50680107,-0.15065233,0.4579995,-0.42930886,0.24441113,0.5299471,-0.3815834,-0.16639388,-0.42420685,1.0699939,-0.16167049,-0.06183165,0.0117281675,0.622934,-0.047334295,0.0858791,-0.6169925,-0.0790088,-0.04745538,-0.24449684,-0.27325174,0.024061052,-0.0039968984,-0.5570467,-0.56868577,0.05639837,-0.08556197,-0.39106992,-0.18571599,-0.16950285,-0.28893772,0.2388045,-0.61093014,-0.23855636,0.45454696,0.15260601,0.14837602,-0.51735765,-0.27623048,0.15676676,-0.24650562,0.24036534,0.5182466,0.43705514,0.06400382,0.2648392,-0.007100655,-0.52034354,0.22242264,-0.3170437,-0.529414,-0.2772117,0.8740934,-0.13844675,-0.44880885,0.4001721,-0.19334963,-0.27118593,0.35767156,-0.2600308,0.24610893,0.5517714,0.14357483,-0.19351514,-0.8934422,0.23564203,0.09747021,-0.3879715,0.14191829,0.4094413,-0.08739727,-0.21328342,-0.3264389,-0.14450754,-0.62390494,-0.35252318,0.0942244,0.04522982,0.083395794,-0.43840942,0.035145953,0.39479226,0.051141877,-0.2566995,1.1307905,0.24537772,0.46605182,0.048989147,-0.29267183,0.11664089,0.52051795,-0.721205,0.14987195,-0.25307673,-0.17257527,0.72368586,0.78507555,0.13213913,-0.29412717,-0.0049006636,0.06488198,-0.14764075,0.20334373,-0.16287304,0.02760373,0.5707586,-0.6783663,0.78512067,0.19018756,0.19124714,0.34609836,-0.14659785,-0.0033229336,0.17292531,0.8363548,0.35741097,-0.46303755,0.23017068,0.37854284,0.09043155,0.14684492,0.029400883,-0.6711087,0.059524328,-0.45784312,-0.5448935,-0.03917803,-0.49275362,0.14677913,-0.2478526,0.15662059,0.32008788,-0.20532373,-0.58321565,0.15566005,-0.96862406,-0.07361791,-0.4597874,-0.34944046,1.1093699,-0.71660674,-0.09602623,0.0026659486,0.20004538,-0.20197111,1.2700295,0.21410222,0.5442524,-0.48456883,-0.100544415,0.51142126,-0.10438222,-0.33287215,-0.5780602,0.09944954,0.7879398,0.46487007,-0.3678721,0.20318785,0.3353202,0.3901669,0.0014753084,1.0966355,0.64490706,-0.49755108,-0.4508152,-0.37791273,0.18326741,-0.58430153,0.5848594,-0.50125134,0.9870758,-0.12396407,0.5141374,-0.29148898,-0.10994521,0.59211713,0.35946465,-0.14831427,0.20443766,-0.31181666,0.059158705,0.18285987,-0.051523943,0.07251659,0.05924182,0.1882878,-0.38326365,0.39546052,-0.021437416,-0.030683616,0.04562172,0.4817969,-0.21835154,-0.18707106,-0.38733575,0.07899661,0.014950128,0.64843947,-0.40638784,0.5441856
